Eegee's,331,,,Eegees_logo.jpg (https://dl.airtable.com/bzURc0V4ScGcavGn3pEC_Eegees_logo.jpg),,,45.00%,CardCash,45.00%
Eileen Fisher,332,,,eileen-fisher-gift-card.png (https://dl.airtable.com/tITch9v7RIOUqq7uPguG_eileen-fisher-gift-card.png),,,55.00%,CardCash,55.00%
Einstein Bros Bagel,333,,205,einstein bros bagels-gift-card.PNG (https://dl.airtable.com/XtiPt3hGQquvb5ldgMki_einstein%20bros%20bagels-gift-card.PNG),,,67.00%,CardCash,67.00%
El Pollo Loco,334,,333,El_Pollo_Loco.jpg (https://dl.airtable.com/0yEJ88MQMiBLMf8TbxY9_El_Pollo_Loco.jpg),82%,81.00%,85.00%,CardCash,85.00%
El Torito,336,,,El_Torito.jpg (https://dl.airtable.com/uzZi1o6DSFCrgUJmLBb8_El_Torito.jpg),73%,0.00%,76.00%,CardCash,76.00%
Elder-Beerman,335,,353,,,,0.00%,CardCash,
Elephant Bar,337,,,Elephant_Bar.jpg (https://dl.airtable.com/DFzwRLLQSAyvnDh2R4Jz_Elephant_Bar.jpg),74%,73.00%,77.00%,CardCash,77.00%
Elie Tahari,338,,,Elietahari.png (https://dl.airtable.com/SZaY6wVQUumOt2Fa5rMQ_Elietahari.png),,,56.00%,CardCash,56.00%
Elizabeth Arden,339,,,Elizabeth_Arden.jpg (https://dl.airtable.com/6QIoKokOSDKPCzdRB2xE_Elizabeth_Arden.jpg),,,56.00%,CardCash,56.00%
Elizabeth Jacob Spa,340,,,Elizabeth Jacob.jpeg (https://dl.airtable.com/3m0uQtObSOm0B27wwLVA_Elizabeth%20Jacob.jpeg),,,56.00%,CardCash,56.00%
Enterprise Rental Car,341,,,Enterprise.jpeg (https://dl.airtable.com/LAgwWwBQUq1vvh0FEZcg_Enterprise.jpeg),,,45.00%,CardCash,45.00%
Equinox,342,,,Equinox_gift_card.jpg (https://dl.airtable.com/nTHsFu07Tj6ClYrG6Bix_Equinox_gift_card.jpg),,,55.00%,CardCash,55.00%
Esprit,343,,,Esprit.jpg (https://dl.airtable.com/vAiG3vdHSiOCkSTnjKJR_Esprit.jpg),,,61.00%,CardCash,61.00%
Ethan Allen,344,,354,Ethan Allen.jpeg (https://dl.airtable.com/ITBhu1B0RsKk4mbokIPU_Ethan%20Allen.jpeg),,,70.00%,CardCash,70.00%
European Wax Center,345,,,European_Wax_Center.jpg (https://dl.airtable.com/yMVGC9KBQRmnPOSTRRmg_European_Wax_Center.jpg),80%,0.00%,83.00%,CardCash,83.00%
Express,346,,28,express-gift-card.jpg (https://dl.airtable.com/n3EHjGlQRWbP6bp8UBzJ_express-gift-card.jpg),82%,75.00%,85.00%,CardCash,85.00%
ExxonMobil,348,,86,exxon_mobil-gift-card.jpg (https://dl.airtable.com/NpuJt6QWTjGUFLOgsbUr_exxon_mobil-gift-card.jpg),,,88.00%,CardCash,88.00%
f.y.e.,399,,,f.y.e..jpeg (https://dl.airtable.com/pokVep10RhS41GEYAsE9_f.y.e..jpeg),80%,71.00%,83.00%,CardCash,83.00%
Fairmont Hotels,349,,,Fairmont.jpeg (https://dl.airtable.com/shC5kD9NQfu9vgA0RYli_Fairmont.jpeg),,,65.00%,CardCash,65.00%
Family Dollar,350,,250,family-dollar-gift-card.png (https://dl.airtable.com/CsRXXPKQYmiBQ8HYhYZo_family-dollar-gift-card.png),,,61.00%,CardCash,61.00%
Famous Dave's BBQ,351,,,Famous_Daves_BBQ.jpg (https://dl.airtable.com/z9n7nJbPQSGpiWIhCH2H_Famous_Daves_BBQ.jpg),78%,75.00%,81.00%,CardCash,81.00%
Famous Footwear,352,,196,Famous-Footwear_Gift-Card_Shoes.jpg (https://dl.airtable.com/wqgEDplTM2cFl14YhObS_Famous-Footwear_Gift-Card_Shoes.jpg),84%,78.00%,87.00%,CardCash,87.00%
Fanatics.com,1086,,,Fanatics.com.jpeg (https://dl.airtable.com/4OsOyrCR2aotyU0nDhhn_Fanatics.com.jpeg),,,0.00%,CardCash,
Fandango,353,,143,fandango-gift-card.jpg (https://dl.airtable.com/60Us3FETA2uDaOxRvmTJ_fandango-gift-card.jpg),82%,74.00%,85.00%,CardCash,85.00%
Fannie May,354,,,FannieMay.jpeg (https://dl.airtable.com/xqdSO4oQlGK6UrJM2AwH_FannieMay.jpeg),73%,58.00%,76.00%,CardCash,76.00%
Fanzz,355,,,Fanzz.jpg (https://dl.airtable.com/DdL4F70T4qRBNqFeH2X4_Fanzz.jpg),,,47.00%,CardCash,47.00%
Fashion Bug,356,,356,Fashion_Bug.jpg (https://dl.airtable.com/kaBAm0jrRbysEzb4dun9_Fashion_Bug.jpg),,,67.00%,CardCash,67.00%
Fathead,357,,,Fathead.jpeg (https://dl.airtable.com/mp7y0M5tRqOjsCSaKZEf_Fathead.jpeg),,,47.00%,CardCash,47.00%
Fazoli's,358,,334,fazoli.jpg (https://dl.airtable.com/g2846h6BSUC5lVrdv6sI_fazoli.jpg),,,70.00%,CardCash,70.00%
Fearings,359,,,Fearings.jpg (https://dl.airtable.com/phABABKnR9SiCFTT8LDy_Fearings.jpg),,,55.00%,CardCash,55.00%
Feeders Supply,360,,,Feeders_Supply.jpg (https://dl.airtable.com/Y9QGYplSFW8pIar06n5A_Feeders_Supply.jpg),,,57.00%,CardCash,57.00%
Finish Line,361,,,Finish_Line_gift_card.jpg (https://dl.airtable.com/l2FCTWBJRFMznRgK7SVl_Finish_Line_gift_card.jpg),,,72.00%,CardCash,72.00%
Fire Mountain Grill,362,,,Fire Mountain Grill.jpeg (https://dl.airtable.com/qRyWcQitRCGtW5DNz9Vs_Fire%20Mountain%20Grill.jpeg),,,47.00%,CardCash,47.00%
Firehouse Subs,363,,,Firehouse_Subs.jpg (https://dl.airtable.com/fdD7xKyNTXe2V3W8jIdU_Firehouse_Subs.jpg),,,55.00%,CardCash,55.00%
First Watch,364,,,First_Watch.jpg (https://dl.airtable.com/UrUjb8nBQZK2SSbf4SWW_First_Watch.jpg),,,57.00%,CardCash,57.00%
Five Below,365,,,Five_Below.jpg (https://dl.airtable.com/FiC5oxgRFmJCI7uUjzHo_Five_Below.jpg),,,45.00%,CardCash,45.00%
Five Guys,366,,190,five guys gift card.jpg (https://dl.airtable.com/yw5o2xCKQ2CumiuwCqpE_five%20guys%20gift%20card.jpg),77%,65.00%,80.00%,CardCash,80.00%
Fleet Fleet Sports,367,,,Fleet_Fleet_Sports.jpg (https://dl.airtable.com/Yphe76qTtez402zwUKg5_Fleet_Fleet_Sports.jpg),,,45.00%,CardCash,45.00%
Fleming's Steakhouse,368,,102,flemings_steakhouse-gift-card.jpg (https://dl.airtable.com/Lzl7TctgR5WfgMrJ0C1A_flemings_steakhouse-gift-card.jpg),77%,78.00%,80.00%,CardCash,80.00%
Floor and Decor,371,,,Floor_and_Decor.jpg (https://dl.airtable.com/SVWTW13LSrqAH6fy0iqd_Floor_and_Decor.jpg),,,50.00%,CardCash,50.00%
Flying J,372,,,Flying_J.jpg (https://dl.airtable.com/XC2YvGosSEqwKzmirvf9_Flying_J.jpg),,,80.00%,CardCash,80.00%
Fogo De Chao,373,,,Fogo_De_Chao.jpg (https://dl.airtable.com/1owEmZwNTSNQjoAVCbSQ_Fogo_De_Chao.jpg),,,70.00%,CardCash,70.00%
Food 4 Less,370,,157,food4less-gift-card.jpg (https://dl.airtable.com/FGjR0gOdRZybzYHqxHll_food4less-gift-card.jpg),77%,0.00%,80.00%,CardCash,80.00%
Food Lion,374,,,Food_Lion.jpg (https://dl.airtable.com/AVHsqEfaQiaKWmjWq4Jr_Food_Lion.jpg),,,80.00%,CardCash,80.00%
Food Source,376,,,Food_Source_gift_card.jpg (https://dl.airtable.com/bns36nUSUuWAfCFrZsw9_Food_Source_gift_card.jpg),,,70.00%,CardCash,70.00%
FoodMaxx,375,,,food_Maxx.jpg (https://dl.airtable.com/Vwks68e7SCKK0wNaDyCL_food_Maxx.jpg),,,80.00%,CardCash,80.00%
Foot Action,377,,314,Foot_Action.jpg (https://dl.airtable.com/jH2GSqbjREaRzxfQwqLb_Foot_Action.jpg),,,55.00%,CardCash,55.00%
Foot Locker,378,,128,foot_locker-gift-card.jpg (https://dl.airtable.com/fDianJqwQrqoG9uQowyB_foot_locker-gift-card.jpg),85%,77.00%,88.00%,CardCash,88.00%
Foreign Exchange,380,,,Foreign Exchange.jpeg (https://dl.airtable.com/MslqaGawTJ2bQ9VPPaA9_Foreign%20Exchange.jpeg),61%,0.00%,64.00%,CardCash,64.00%
Forever 21,381,,120,forever_21-gift-card.jpg (https://dl.airtable.com/wYPH3LzWReRyWOqjdctg_forever_21-gift-card.jpg),82%,79.00%,85.00%,CardCash,85.00%
Fossil,382,,,Fossil_gift_card.jpg (https://dl.airtable.com/SjNWbH1TSc669mV98YjD_Fossil_gift_card.jpg),,,69.00%,CardCash,69.00%
Foundry,383,,,Foundry_gift_card.jpg (https://dl.airtable.com/XelBoOsSN6pDDjQJY6Bz_Foundry_gift_card.jpg),,,55.00%,CardCash,55.00%
Four Seasons Hotel,384,,44,four_seasons-gift-card.jpg (https://dl.airtable.com/7kZItQqgQpWDyhXwALBq_four_seasons-gift-card.jpg),,,76.00%,CardCash,76.00%
Fox Jewelers,385,,171,,,,0.00%,CardCash,
Fox Restaurant Concepts,386,,220,foxhouseconcepts-gift-card.png (https://dl.airtable.com/qskI0UsRE675jJUwZJYC_foxhouseconcepts-gift-card.png),,,57.00%,CardCash,57.00%
Francesca's Rest.,387,,,Francesca's Rest.jpeg (https://dl.airtable.com/HzX7gZTVawH54zqDS2KQ_Francesca's%20Rest.jpeg),,,60.00%,CardCash,60.00%
Francescas,388,,,Francesca's.jpeg (https://dl.airtable.com/H4XDx8nUS4ubRZfsV0F6_Francesca's.jpeg),,,56.00%,CardCash,56.00%
Fred Meyer,389,,155,Fred-Meyer-gift-card.jpg (https://dl.airtable.com/dfqDCxs7SeF83zxS9Qfw_Fred-Meyer-gift-card.jpg),85%,89.00%,89.00%,SaveYa,88.00%
Fred Meyer Jewelers,390,,168,fred-meyer-jewelers-gift-card.png (https://dl.airtable.com/4TZzRI7T9GJLd2ZJAGpA_fred-meyer-jewelers-gift-card.png),,,0.00%,CardCash,
Fredericks of Hollywood,391,,,Fredericks.jpeg (https://dl.airtable.com/Yei1oetQwmDB3aaTbg9B_Fredericks.jpeg),,,51.00%,CardCash,51.00%
Free People,392,,,Free People.jpeg (https://dl.airtable.com/ZT28SGyaRVudbCnYgMy6_Free%20People.jpeg),,,57.00%,CardCash,57.00%
Friendly's,393,,315,Friendly's.jpeg (https://dl.airtable.com/w9qimsOVQ1O925XFC5go_Friendly's.jpeg),,,65.00%,CardCash,65.00%
Frischs Big Boy,394,,,Frischs Big Boy.jpeg (https://dl.airtable.com/vdsT9eqXTDm9PKb1S3u4_Frischs%20Big%20Boy.jpeg),,,45.00%,CardCash,45.00%
Frontera Mex-Mex Grill,395,,,Frontera Mex-Mex Grill.jpeg (https://dl.airtable.com/NUjMju5SAuMTbIGIk1jg_Frontera%20Mex-Mex%20Grill.jpeg),,,55.00%,CardCash,55.00%
Frontier Airlines,396,,,Frontier Airlines.jpeg (https://dl.airtable.com/1gDFPOAhQUSXfOI7ngRp_Frontier%20Airlines.jpeg),,,67.00%,CardCash,67.00%
Fry's Electronics,397,,151,frys_food_stores_gift_card.png (https://dl.airtable.com/Hh8ZuGjgQO0KNkvX14yL_frys_food_stores_gift_card.png),85%,75.00%,88.00%,CardCash,88.00%
Fuddruckers,398,,282,Fuddruckers-gift-card.png (https://dl.airtable.com/25rB9fGATwi5uF8Kkqqv_Fuddruckers-gift-card.png),79%,73.00%,82.00%,CardCash,82.00%
G by Guess,400,,,G by Guess.jpeg (https://dl.airtable.com/hH5PyWRMe4uc9ojFXt9w_G%20by%20Guess.jpeg),86%,78.00%,89.00%,CardCash,89.00%
G.H. Bass & Co.,401,,,G.H. Bass & Co..jpeg (https://dl.airtable.com/nVUV4SbjSbelYIj4ZXdk_G.H.%20Bass%20%26%20Co..jpeg),,,55.00%,CardCash,55.00%
Gabriel Brothers,402,,,Gabriel Brothers.jpeg (https://dl.airtable.com/OlrEF9VYTNSW9p5rJsIz_Gabriel%20Brothers.jpeg),,,55.00%,CardCash,55.00%
Game Works,403,,,Game Works.jpeg (https://dl.airtable.com/IJVE6m4SSeGmT4IOiiyR_Game%20Works.jpeg),,,56.00%,CardCash,56.00%
GameStop,404,,18,game_stop-gift-card.jpg (https://dl.airtable.com/MqBWgPEATMexa5ctcBEe_game_stop-gift-card.jpg),86%,86.00%,89.00%,CardCash,89.00%
Gander Mountain,405,,,Gander Mountain.jpeg (https://dl.airtable.com/0jfdFcQERrCCjFfxYQQh_Gander%20Mountain.jpeg),,,69.00%,CardCash,69.00%
Gap,406,,47,gap-gift-card.jpg (https://dl.airtable.com/LFnGv6cjQcCEYSMp6gCr_gap-gift-card.jpg),84%,77.00%,87.00%,CardCash,87.00%
Gap Kids,407,,288,gap-gift-card.jpg (https://dl.airtable.com/jBsHD28RUObA95impzVq_gap-gift-card.jpg),,,75.00%,CardCash,75.00%
Gap Options,408,,,gap-gift-card.jpg (https://dl.airtable.com/82CFQtxdTUCg7ofuClma_gap-gift-card.jpg),,,75.00%,CardCash,75.00%
Garden Ridge,409,,,Garden Ridge.jpeg (https://dl.airtable.com/C4OlzS4NTFyzFeuXUjjh_Garden%20Ridge.jpeg),,,50.00%,CardCash,50.00%
Gerbes,410,,160,,,,0.00%,CardCash,
GFS Marketplace,411,,,GFS Marketplace.jpeg (https://dl.airtable.com/2PCbAnjyTFmjFvar1uC1_GFS%20Marketplace.jpeg),,,55.00%,CardCash,55.00%
GGP,412,,,GGP.jpeg (https://dl.airtable.com/zh42HThQThCBMCndJss7_GGP.jpeg),,,70.00%,CardCash,70.00%
Ghirardelli,413,,,Ghirardelli.jpeg (https://dl.airtable.com/N1FY750YQ8Gw3ibxcX0T_Ghirardelli.jpeg),,,51.00%,CardCash,51.00%
Giant Eagle,414,,,Giant Eagle.jpeg (https://dl.airtable.com/Yda2mENR6iQE3ypVEgGj_Giant%20Eagle.jpeg),,,83.00%,CardCash,83.00%
Giant Foods,415,,256,giant-gift-card.jpg (https://dl.airtable.com/vG9Ygl5QpqMKNxLACzI2_giant-gift-card.jpg),,,83.00%,CardCash,83.00%
Gibsons,416,,,Gibsons.jpeg (https://dl.airtable.com/lRe14JQ7aNkN0kQJMYDw_Gibsons.jpeg),,,45.00%,CardCash,45.00%
Gilly Hicks Sydney,417,,,Gilly Hicks Sydney.jpeg (https://dl.airtable.com/vHYfIzkSSt2fO82vHoMj_Gilly%20Hicks%20Sydney.jpeg),,,67.00%,CardCash,67.00%
Giorgio Armani,418,,,Giorgio Armani.jpeg (https://dl.airtable.com/5dotSgWZRuK14Pu0jyTo_Giorgio%20Armani.jpeg),,,55.00%,CardCash,55.00%
Gloria Jeans,419,,,Gloria Jeans.jpeg (https://dl.airtable.com/xPpFdFxQTROAFM4B1IBP_Gloria%20Jeans.jpeg),,,45.00%,CardCash,45.00%
Glory Days Grill,420,,,Glory Days Grill.jpeg (https://dl.airtable.com/ZiZJwTJqwcXWIiXjrdQD_Glory%20Days%20Grill.jpeg),,,46.00%,CardCash,46.00%
GNC,421,,187,gnc-gift-card.jpg (https://dl.airtable.com/slEdWTSCRhW2EoIEb79g_gnc-gift-card.jpg),85%,78.00%,88.00%,CardCash,88.00%
Godiva,422,,,Godiva.jpeg (https://dl.airtable.com/hzOQsBZASpqlq7Q2bvnV_Godiva.jpeg),,,67.00%,CardCash,67.00%
Golden Corral,423,,,Golden Corral.jpeg (https://dl.airtable.com/ir7QKSM5TtSX8GVXgAmN_Golden%20Corral.jpeg),83%,69.00%,86.00%,CardCash,86.00%
Golden Spoon Frozen Yogurt,424,,,Golden Spoon Frozen Yogurt.jpeg (https://dl.airtable.com/NG5UZdnRTtO7tQiD8vpK_Golden%20Spoon%20Frozen%20Yogurt.jpeg),,,46.00%,CardCash,46.00%
Golf Galaxy,425,,,Golf Galaxy.jpeg (https://dl.airtable.com/BJpPfwhQ0ui132etazgF_Golf%20Galaxy.jpeg),,,67.00%,CardCash,67.00%
Golfsmith,426,,,Golfsmith.jpeg (https://dl.airtable.com/c9Wk2IZrQZqNi2IawQzE_Golfsmith.jpeg),84%,68.00%,87.00%,CardCash,87.00%
Good Feet,427,,,Good Feet.jpeg (https://dl.airtable.com/DEpQOq72TVKEv3oEKeyW_Good%20Feet.jpeg),,,45.00%,CardCash,45.00%
Google Play,428,,,Google Play.jpeg (https://dl.airtable.com/u9OREzOYTzaffb0o9HpK_Google%20Play.jpeg),,,60.00%,CardCash,60.00%
Gordmans,429,,212,gordmans-gift-card.png (https://dl.airtable.com/5idC2NjTGOmVmfXD7mII_gordmans-gift-card.png),,,67.00%,CardCash,67.00%
Gordon Biersch,430,,,Gordon Biersch.jpeg (https://dl.airtable.com/vihiKgqLSjib4v6uwbqY_Gordon%20Biersch.jpeg),77%,0.00%,80.00%,CardCash,80.00%
Great American Cookies,431,,,Great American Cookies.jpeg (https://dl.airtable.com/0B0z1UAtQr2Y7trGiK7o_Great%20American%20Cookies.jpeg),,,55.00%,CardCash,55.00%
Great Clips,432,,208,greatclips-gift-card.png (https://dl.airtable.com/ORBgGRueQHmJBvSuzSSQ_greatclips-gift-card.png),,,55.00%,CardCash,55.00%
Great Wolf Lodge,433,,,Great Wolf Lodge.jpeg (https://dl.airtable.com/OYXxnrnISTmpq9fSOARQ_Great%20Wolf%20Lodge.jpeg),,,45.00%,CardCash,45.00%
Green Mill,434,,,Green Mill.jpeg (https://dl.airtable.com/V0Xu2NOvRMCGSiIf7vkN_Green%20Mill.jpeg),,,70.00%,CardCash,70.00%
Grocery Outlet,435,,,Grocery Outlet.jpeg (https://dl.airtable.com/9YwaFki6SZiChtIiBYt1_Grocery%20Outlet.jpeg),82%,0.00%,85.00%,CardCash,85.00%
Gucci,436,,,Gucci.jpeg (https://dl.airtable.com/u3LEqAJQCaW7HrbFZevw_Gucci.jpeg),,,71.00%,CardCash,71.00%
Guess,437,,189,guess-gift-card.jpg (https://dl.airtable.com/mHhhtXgCSCSDae3zVDwz_guess-gift-card.jpg),86%,80.00%,89.00%,CardCash,89.00%
Guitar Center,438,,,Guitar Center.png (https://dl.airtable.com/VV0xygz8SjOn6STUGgXk_Guitar%20Center.png),83%,0.00%,86.00%,CardCash,86.00%
Gulf,439,,286,gulf-oil-gift-card.png (https://dl.airtable.com/Ct2pCmOQQGqFAIqAWiCb_gulf-oil-gift-card.png),,,85.00%,CardCash,85.00%
Gymboree,440,,181,gymboree-gift-card.jpg (https://dl.airtable.com/aUP1KfSTL2QOJut4RJ5i_gymboree-gift-card.jpg),81%,69.00%,84.00%,CardCash,84.00%
H&M,441,,136,h_and_m-gift-card.jpg (https://dl.airtable.com/v46svDc7RmiIQ5aUJeWN_h_and_m-gift-card.jpg),78%,68.00%,81.00%,CardCash,81.00%
H-E-B Grocery Store,442,,,H-E-B Grocery Store.jpeg (https://dl.airtable.com/AWKKGYZ1QJyYbqYxg5Oq_H-E-B%20Grocery%20Store.jpeg),,,76.00%,CardCash,76.00%
Haagen Dazs,443,,,Haagen Dazs.jpeg (https://dl.airtable.com/Iy8gOD5WRxGo06MLAkW4_Haagen%20Dazs.jpeg),,,55.00%,CardCash,55.00%
Haggar,444,,,Haggar.png (https://dl.airtable.com/1K9ks7j7Rv6Zs2bj6lu7_Haggar.png),,,56.00%,CardCash,56.00%
Hair cuttery,445,,,Hair cuttery.jpeg (https://dl.airtable.com/5c5MURpVTuqrlYL9rrYA_Hair%20cuttery.jpeg),,,56.00%,CardCash,56.00%
Half Price Books,446,,,Half Price Books.jpeg (https://dl.airtable.com/zgqUQYDEQeaSMKJEqeYF_Half%20Price%20Books.jpeg),74%,63.00%,77.00%,CardCash,77.00%
Hallmark,447,,,Hallmark.jpeg (https://dl.airtable.com/lxhXsZZGQoGM8nmWLsQb_Hallmark.jpeg),82%,68.00%,85.00%,CardCash,85.00%
Hancock Fabrics,448,,,Hancock Fabrics.png (https://dl.airtable.com/vu1ZaPsOQShYLmnmHhZe_Hancock%20Fabrics.png),79%,0.00%,82.00%,CardCash,82.00%
Hand and Stone,449,,,Hand and Stone.jpeg (https://dl.airtable.com/Y5fuxXlQ7eBxiec2mWDQ_Hand%20and%20Stone.jpeg),,,45.00%,CardCash,45.00%
Hanna Andersson,450,,,Hanna Andersson.jpeg (https://dl.airtable.com/JWbuazUsRrKbnEebhrtP_Hanna%20Andersson.jpeg),,,46.00%,CardCash,46.00%
Harbor Freight Tools,451,,285,harbor_freight-gift-card.jpg (https://dl.airtable.com/Uqtr5CRDRA2EKRn15eND_harbor_freight-gift-card.jpg),84%,78.00%,87.00%,CardCash,87.00%
Hard Rock Cafe,453,,294,Hard Rock Cafe.jpeg (https://dl.airtable.com/p4Fh0tpFS5ac51FCvSLU_Hard%20Rock%20Cafe.jpeg),,,67.00%,CardCash,67.00%
Hardees,454,,,Hardees.jpeg (https://dl.airtable.com/caSMzb0RTdxU6IsFBYyg_Hardees.jpeg),,,73.00%,CardCash,73.00%
Harkins Theatres,455,,,Harkins Theatres.jpeg (https://dl.airtable.com/6pwnDDg9SE6QcKcOoqYD_Harkins%20Theatres.jpeg),,,52.00%,CardCash,52.00%
Harlem Irving Plaza,456,,,Harlem Irving Plaza.jpeg (https://dl.airtable.com/yM3PsomIQymJ3Hm8Cndb_Harlem%20Irving%20Plaza.jpeg),,,45.00%,CardCash,45.00%
Harley Davidson,457,,,Harley Davidson.jpeg (https://dl.airtable.com/cTOVAuyRo2OgefDODZrg_Harley%20Davidson.jpeg),,,57.00%,CardCash,57.00%
Harmon Face Values,458,,,Harmon Face Values.jpeg (https://dl.airtable.com/igz7ABzMSrmE2G5t4Db8_Harmon%20Face%20Values.jpeg),,,60.00%,CardCash,60.00%
Harry & David,459,,316,Harry & David.jpeg (https://dl.airtable.com/K3yPC1TQXmavfhcEk3Ri_Harry%20%26%20David.jpeg),,,65.00%,CardCash,65.00%
Hastings,460,,,Hastings.jpeg (https://dl.airtable.com/XGoxCoqPSmOf3cnp7rrm_Hastings.jpeg),,,45.00%,CardCash,45.00%
Hat Club,461,,,Hat Club.jpeg (https://dl.airtable.com/6zsImoWTjOKMkggab9Gy_Hat%20Club.jpeg),,,55.00%,CardCash,55.00%
Hat World,462,,,Hat World.jpeg (https://dl.airtable.com/67MnQV9gQAii2kaoP96U_Hat%20World.jpeg),,,45.00%,CardCash,45.00%
Heartland America,463,,,Heartland America.jpeg (https://dl.airtable.com/Oabj4ojSpm95qKAZH6Z4_Heartland%20America.jpeg),,,46.00%,CardCash,46.00%
Helly Hansen,464,,,Helly Hansen.jpeg (https://dl.airtable.com/eH7v7aeFRR6HwDBK3yw3_Helly%20Hansen.jpeg),,,60.00%,CardCash,60.00%
Helzberg Diamonds,465,,,Helzberg Diamonds.jpeg (https://dl.airtable.com/0av3LOFfQaqeKB1bNI8a_Helzberg%20Diamonds.jpeg),,,60.00%,CardCash,60.00%
Henri Bendel,466,,,Henri Bendel.jpeg (https://dl.airtable.com/FEn6EGFGTzWbFTkXzXM1_Henri%20Bendel.jpeg),,,45.00%,CardCash,45.00%
Herberger's,467,,368,,,,0.00%,CardCash,
Hermes,468,,,Hermes.jpeg (https://dl.airtable.com/SsBL5gMQACgR3em8psGo_Hermes.jpeg),,,45.00%,CardCash,45.00%
Hertz Rental Car,469,,,Hertz Rental Car.jpeg (https://dl.airtable.com/olJbV0DQZ1lP8V6SimCA_Hertz%20Rental%20Car.jpeg),,,65.00%,CardCash,65.00%
Hess,470,,340,Hess.jpeg (https://dl.airtable.com/4tcNkD2RPmdtByVd5Q4w_Hess.jpeg),,,83.00%,CardCash,83.00%
Hewlett Packard HP,471,,,Hewlett Packard HP.jpeg (https://dl.airtable.com/nMbwzhHQToijs4I2DOlP_Hewlett%20Packard%20HP.jpeg),,,75.00%,CardCash,75.00%
HH Gregg,472,,,HHGregg.png (https://dl.airtable.com/a1ltL9FxRYKFnrUeWmcL_HHGregg.png),,,68.00%,CardCash,68.00%
Hi Health,473,,,Hi Health.jpeg (https://dl.airtable.com/4AnlzuxcQXOHJxpPfQLA_Hi%20Health.jpeg),,,60.00%,CardCash,60.00%
Hibbett Sports,474,,264,hibbett_sports_gift_card.png (https://dl.airtable.com/l5KKkKSgK7xccEiwXARS_hibbett_sports_gift_card.png),,,60.00%,CardCash,60.00%
Hilander,475,,153,,,,0.00%,CardCash,
Hilton Hotels,476,,,Hilton Hotels.jpeg (https://dl.airtable.com/NFgWBkh4QVyIHFy8oCZA_Hilton%20Hotels.jpeg),,,66.00%,CardCash,66.00%
Hobby Lobby,477,,142,hobby lobby-gift-card.jpg (https://dl.airtable.com/1d06I4PzSLahaEZzuqEs_hobby%20lobby-gift-card.jpg),,,65.00%,CardCash,65.00%
HobbyTown USA,478,,,HobbyTown USA.jpeg (https://dl.airtable.com/IpxTa6HxTfGawPOcWRAu_HobbyTown%20USA.jpeg),,,57.00%,CardCash,57.00%
Holiday Inn,479,,,Holiday Inn.jpeg (https://dl.airtable.com/MFdCVwOTPG3mMwfTmM6Q_Holiday%20Inn.jpeg),,,67.00%,CardCash,67.00%
Hollister,480,,,hollister-gift-card.jpg (https://dl.airtable.com/4pKLvTuTT66o6AfZaZug_hollister-gift-card.jpg),,75.50%,86.05%,CardCash,86.05%
Home Depot,481,,4,home_depot-gift-card.jpg (https://dl.airtable.com/SI7L8xLTQX2DY0GtcD0K_home_depot-gift-card.jpg),84%,84.00%,87.00%,CardCash,87.00%
HomeGoods,482,,10,home_goods-gift-card.jpg (https://dl.airtable.com/muy8CLEgTJ2GeN8NMlZ2_home_goods-gift-card.jpg),79%,78.00%,82.00%,CardCash,82.00%
HomeTown Buffet,483,,,HomeTown Buffet.jpeg (https://dl.airtable.com/7udcQ51TnKQHDQPfNyy1_HomeTown%20Buffet.jpeg),,56.50%,56.50%,SaveYa,
Honey Dew Donuts,485,,,Honey Dew Donuts.jpeg (https://dl.airtable.com/KNeVoynRDWAC8rTMCtNR_Honey%20Dew%20Donuts.jpeg),,,46.00%,CardCash,46.00%
HoneyBaked Ham,484,,,HoneyBaked Ham.jpeg (https://dl.airtable.com/PqT4BRJ3RgSPeVDyWXyQ_HoneyBaked%20Ham.jpeg),74%,69.00%,77.00%,CardCash,77.00%
Hooters,486,,,Hooters.jpeg (https://dl.airtable.com/kFXyhsC1RnmYI53hnGka_Hooters.jpeg),,,67.00%,CardCash,67.00%
Hoss's,487,,344,Hosss.jpeg (https://dl.airtable.com/hMPfGSvIRgOlnBw96Fvt_Hosss.jpeg),,,55.00%,CardCash,55.00%
Hot Dog On a Stick,488,,,Hot Dog On a Stick.jpeg (https://dl.airtable.com/xzYChoRD6GAeUlDrDpqA_Hot%20Dog%20On%20a%20Stick.jpeg),76%,0.00%,79.00%,CardCash,79.00%
Hot Topic,489,,,Hot Topic.jpeg (https://dl.airtable.com/WaDT2vqlRGi84njyuqAx_Hot%20Topic.jpeg),84%,64.00%,87.00%,CardCash,87.00%
Hotel Zaza,490,,,Hotel Zaza.jpeg (https://dl.airtable.com/eANkQMkyRauoaibOi5xo_Hotel%20Zaza.jpeg),,,55.00%,CardCash,55.00%
Houlihans,491,,,Houlihans.jpeg (https://dl.airtable.com/4oisnCIGQ6ewJJzg970x_Houlihans.jpeg),,,55.00%,CardCash,55.00%
House of Blues,492,,,House of Blues.jpeg (https://dl.airtable.com/hbro0rQk25KX7NRkm6YA_House%20of%20Blues.jpeg),,,56.00%,CardCash,56.00%
Houston Garden Centers,493,,,Houston Garden Centers.jpeg (https://dl.airtable.com/bsqOSkJHTkc0iNYvSkUn_Houston%20Garden%20Centers.jpeg),,,55.00%,CardCash,55.00%
