Orchard Supply Hardware,714,,Orchard Supply Hardware,,
Oriental Trading,716,,Oriental Trading,,
Origins,717,,Origins,,
Orvis,718,116,Orvis,https://www.orvis.com/store/orvisrewardsinquiry.aspx,1-800-242-5353
Osh Kosh Bgosh,719,290,OshKosh Bgosh,,
Outback Steakhouse,720,99,Outback Steakhouse,https://www.chasepaymentech.com/giftcardbalance/pages/inquiry.faces?rid=hCv6ac,1-800-242-5353
Overstock,721,216,Overstock,https://www.overstock.com/gift-cards/check-gift-card-balance.html?AID=10712286&PID=3349309&SID=skim37079X962414Xb847a85fbd7aedbb1c0bdf7daa830a95,
Owen's Market,722,150,Owen's ,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
P. F. Changs,724,,P.C. Richard & Son,,
P.C. Richard & Son,723,118,P.F. Chang's,https://www.pfchangs.com/giftcardbalance/,1-866-732-4264
PacSun,725,139,Pac Sun,https://www.pacsun.com/pacsun-gift-card-GIFTCARD.html,800-560-7166
Pagoda,726,,Pagoda,,
Palais Royal,727,,Palais Royal,,
Palm Beach Tan,728,,Palm Beach Tan,,
Palomino,729,,Palomino,,
Panda Express,730,258,Panda Express,http://www.pandaexpress.com/?popup=gift-card,
Pandora,731,,Pandora,,
Panera Bread,732,74,Panera Bread,https://www.paneracards.com/checkbalance.aspx?AspxAutoDetectCookieSupport=1,1-877-218-5366
Papa Gino's,733,,Papa Gino's,,
Papa Johns,734,,Papa Johns,,
Papa Murphy's,735,,Papa Murphy's,,
Papaya,736,,Papaya,,
Pappas Restaurants,737,,Pappas Restaurants,,
Pasta Pomodoro,738,,Pasta Pomodoro,,
Patagonia,739,310,Patagonia,https://www.patagonia.com/us/store/gcbalance.jsp,1-800-540-8831
Pathmark,740,302,Pathmark,None,1-800-219-0149
Payless Shoes,741,68,Payless Shoes Source,http://www.payless.com/giftcards/74935.html,800-294-5317
Payless Super Markets,1088,173,Payless Super Markets,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Peebles,742,309,Peebles,None,1-800-743-8730
Peet's Coffee & Tea,743,,Peet's Coffee & Tea,,
Pei Wei,744,,Pei Wei,,
Pep Boys,745,231,Pep Boys,http://www.pepboys.com/gift_cards/,800-737-0254
Performance Bicycle,746,,Performance Bicycle,,
Perkins,747,341,Perkins,None,1-901-766-6400
Perry Ellis,748,,Perry Ellis,,
Pet Supermarket,749,272,Pet Supermarket,,
Pet Supplies,750,,Pet Supplies,,
Pet Supplies Plus,751,,Pet Supplies Plus,,
Pet Valu,752,,Pet Valu,,
Petco,753,38,Petco,http://www.petco.com/petco_Page_PC_gc.aspx,1-877-738-6742
PetSmart,755,111,PetSmart,http://www.petsmart.com/gsi/webstore/WFS/PETNA-PETUS-Site/en_US/-/USD/ViewGiftCardPages-DisplayLandingPage?,1-800-820-6189
Pfaltzgraff,756,,Pfaltzgraff,,
PGA Superstore,757,76,PGA Superstore,http://www.pgatoursuperstore.com/giftcards.jsp,
Phantom Gourmet,758,,Phantom Gourmet,,
Phillips 66,759,,Phillips 66,,
Piccadilly,760,,Piccadilly,,
Pick & Save,761,,Pick & Save,,
Pick-Up Stix,762,,Pick-Up Stix,,
Picture People,763,318,Picture People,None,1-877-968-476
Pier 1 Imports,764,119,Pier 1 Imports,https://wbiprod.storedvalue.com/WBI/lookupservlet?language=en,1-877-706-2049
Piggly Wiggly,765,,Piggly Wiggly,,
Pinkberry,766,,Pinkberry,,
Piperlime,767,292,Piperlime,,
Pita Jungle,768,,Pita Jungle,,
Pita Pit,769,,Pita Pit,,
Pizza Hut,770,146,Pizza Hut,https://order.pizzahut.com/home#,
Planet Hollywood,771,,Planet Hollywood,,
Planet Smoothie,772,,Planet Smoothie,,
Plato's Closet,773,,Plato's Closet,,
Play It Again Sports,774,257,Play it Again Sports,,
Polo Ralph Lauren,775,,Polo Ralph Lauren,,
Ponderosa/Bonanza,776,,Ponderosa/Bonanza,,
Port of Subs,777,,Port of Subs,,
Potbelly,778,,Potbelly,,
Pottery Barn,779,105,Pottery Barn,https://secure.potterybarn.com/customer-service/gift-services/svc-balance.html,1-888-779-5176
Pottery Barn Kids,780,,Pottery Barn For Kids,,
Pottery Barn Teen,781,,Pottery Barn For Teens,,
Publix Super Market,782,254,Publix Super Market,,
Puma,783,198,Puma,http://www.shop.puma.com/on/demandware.store/Sites-US-Site/en_US/GiftCard-Show?affID=21181&mktID=AFF:21181:PepperJam:2-156717:USA,888-565-PUMA
Pumpkin Patch,784,,Pumpkin Patch,,
Qdoba,785,,Qdoba,,
QFC,786,172,QFC- Quality Food Centers,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Quaker Steak,787,,Quaker Steak,,
Quick Trip,788,,Quick Trip,,
Quiksilver,789,,Quiksilver,,
QuikStop,790,166,QuikStop,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Quiznos,791,287,Quiznos,,
QVC,792,,QVC,,
Race Trac,793,,Race Trac,,
Rack Room Shoes,794,199,Rack Room Shoes,https://www.rackroomshoes.com/giftcards/balanceinquiry.asp,
RadioShack,795,245,Radio Shack,None,1-888-609-4620
Rainbow Shops,796,,Rainbow Shops,,
Rainbows Foods Store,797,,Rainbows Foods Store,,
Rainforest Cafe,798,,Rainforest Cafe,,
Raley's,799,,Raley's,,
Ralph Lauren,800,175,Ralph Lauren,http://www.ralphlauren.com/giftCertificates/giftcardBalance.jsp,
Ralphs,801,149,Ralph's ,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Randalls,802,,Randalls,,
Rave Cinemas,803,,Rave Cinemas,,
Raymour & Flanigan,804,,Raymour & Flanigan,,
RC Willey,805,,RC Willey,,
Red Lobster,807,114,Red Lobster,https://gift.redlobster.com/GiftCard/Balance.aspx,1-877-720-6601
Red Robin,808,,Red Robin,,
Reebok,806,,Reebok,,
Regal Cinemas,809,96,Regal Entertainment,https://wbiprod.storedvalue.com/WBI/lookupservlet?language=en,1-800-291-8173
Regis Salon,811,,Regis Salon,,
REI,812,22,REI,https://www.rei.com/GiftCertificateBalance,1-800-426-4840
Restaurants Unlimited,813,,Restaurants Unlimited,,
Restoration Hardware,814,321,Restoration Hardware,None,1-800-910-9836
Rita,815,,Rita,,
Rite Aid,816,70,Rite Aid,https://wbiprod.storedvalue.com/WBI/lookupservlet?language=en,800-RITE-AID
Ritz Camera,817,,Ritz Camera,,
Road Runner Sports,819,,Road Runner Sports,,
Rock Bottom Restaurant & Brewery,820,,Rock Bottom Restaurant & Brewery,,
Rocky Mountain Chocolate Factory,821,,Rocky Mountain Chocolate Factory,,
Rodrigo's Mexican Grill,822,,Rodrigo's Mexican Grill,,
Rogers Jewelers,823,,Rogers Jewelers,,
Romano's Macaroni Grill,824,,Romano's Macaroni Grill,,
Ron Jon,825,,Ron Jon,,
Rooms To Go,826,,Rooms To Go,,
Roosters,827,,Roosters,,
Ross,828,232,Ross,,
Roy's Hawaiian Fusion,829,103,Roy's,,
Rubio's,830,,Rubio's,,
Ruby Tuesday,831,,Ruby Tuesday,,
Ruby's Diner,832,,Ruby's Diner,,
rue21,833,,rue21,,
Rugged Wearhouse,834,,Rugged Wearhouse,,
Runner's Point,1089,374,Runners Point,http://www.footlocker.com/catalog/gcbalanceform/?cm=57831P,
Rural King,835,,Rural King,,
Ruths Chris,836,259,Ruth's Chris Steak House,,
RUUM,837,,RUUM,,
Ryan's,838,,Ryan's,,
Safeway,839,226,Safeway,None,1-800-229-5855
Saks Fifth Avenue,840,29,Saks Fifth Avenue,https://www.saksfifthavenue.com/GiftCertificates/gift_certificate.jsp?bmUID=jJfGabO&,1-800-862-8517
Salad Works,841,,Salad Works,,
Sally Beauty Supply,842,,Sally Beauty Supply,,
Salon Wish,843,,Salon Wish,,
Sam Ash,844,,Sam Ash,,
Sam's Club,845,6,Sam's Club,http://www.walmart.com/cp/Gift-Cards/96894,1-888-537-5503
San Francisco Giants,846,,San Francisco Giants,,
Save A Lot,847,,Save A Lot,,
Save Mart Supermarkets,848,,Save Mart Supermarkets,,
Sbarro,849,,Sbarro,,
Schbach Jewelers,850,,Schbach Jewelers,,
Scheels,851,,Scheels,,
Schlotzsky's,852,,Schlotzsky's,,
Schnucks,853,,Schnucks,,
Scooter's,854,,Scooter's,,
Scott's Food,855,154,Scott's Food and Pharmacy,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Scrubs & Beyond,856,,Scrubs & Beyond,,
Sears,857,32,Sears,http://www.sears.com/gclanding/nb-120000000208424,1-888-332-2218
Seasons 52,859,91,Seasons 52,,
See's Candies,860,,See's Candies,,
Sephora,861,15,Sephora,Checked through account page,1-888-860-7897
Shanes Rib Shack,864,,Shanes Rib Shack,,
Sharkys,865,,Sharkys,,
Sheetz,866,,Sheetz,,
Shell Gasoline,867,80,Shell,http://www.rpggiftcards.com/CheckCard/,1-800-300-8113
Shenk & Tittle,868,,Shenk & Tittle,,
Shoe Carnival,869,,Shoe Carnival,,
Shoe Land,870,,Shoe Land,,
Shoneys,871,,Shoneys,,
Shopko,872,,Shopko,,
Shoprite,873,,Shoprite,,
Showcase Cinemas,874,,Showcase Cinemas,,
Shutterfly,875,,Shutterfly,,
Side Step,876,375,Side Step,http://www.footlocker.com/catalog/gcbalanceform/?cm=57831P,
Sierra Trading Post,878,,Sierra Trading Post,,
Sing Sing,879,,Sing Sing,,
Six02,877,376,Six02,http://www.footlocker.com/catalog/gcbalanceform/?cm=57831P,
Sizzler,880,319,Sizzler,None,1-800-309-9863
Skagen,881,,Skagen,,
SKECHERS,882,207,Skechers,http://www.skechers.com/shop/gift-cards?aw_affid=78888&aw_gid=0&aw_bid=0&aw_pid=0&aw_cr=skim37079X962414X9cbe53979829437eb96e33937bca72ba&aw_sitename=Skimbit,
Sky Mall,883,,Sky Mall,,
Sky Restaurant,884,,Sky Restaurant,,
Skyline Chili,885,,Skyline Chili,,
Smart & Final,886,,Smart & Final,,
Smashburger,887,,Smashburger,,
Smith & Wollensky,889,,Smith & Wollensky,,
Smith's Food,888,152,Smith's Food and Drug Store,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Smokey Bones,890,,Smokey Bones,,
Smoothie King,891,,Smoothie King,,
Soma,892,,Soma,,
Sonic,893,,Sonic,,
Sonnys BBQ,894,,Sonnys BBQ,,
Sony,895,108,Sony,http://store.sony.com/gsi/webstore/WFS/SNYNA-SNYUS-Site/en_US/-/USD/ViewProduct-Start?SKU=27-VIRTUALGC,1-866-671-7669
Sony Style,896,,Sony Style,,
Souper Salad,897,,Souper Salad,,
Souplantation,898,,Souplantation,,
Southwest Airlines,899,85,Southwest Airlines,https://www.southwest.com/gift-card/check-balance.html#check,1-866-393-2081
Spa & Wellness Gift Card by Spa Week,901,,Spa & Wellness Gift Card by Spa Week,,
Spa and Salon Wish,902,358,Spa and Salon Wish,None,1-888-772-9474
Spa Week,900,276,Spa Finder,,
SpaFinder Wellness,903,,Spa Week,,
Spaghetti Warehouse,904,,Spaghetti Warehouse,,
Specialty's Cafe & Bakery,905,,Specialty's Cafe & Bakery,,
Speedway Gas,906,244,Speedway Gas,None,1-866-836-6841
Speedway Motors,907,,Speedway Motors,,
Spencer's,908,,Spencer's,,
Spicy Cantina,909,,Spicy Cantina,,
Sport Chalet,910,,Sport Chalet,,
Sportman's Warehouse,914,322,Sportsmans Warehouse,https://wbiprod.storedvalue.com/WBI/lookupservlet?language=en,1-801-304-5801
Sports Authority,912,243,Sports Authority,None,1-877-720-6609
Sprouts Farmers Market,915,235,Sprouts Farmers Market,,
Staples,916,39,Staples,https://wbiprod.storedvalue.com/WBI/lookupservlet?language=en&brand_id=staples,1-888-609-6963
Starbucks Coffee,917,20,Starbucks,https://www.starbucks.com/card,1-800-782-7282
Starr Restaurants,918,,Starr Restaurants,,
Stater Brothers,919,,Stater Brothers,,
Steak & Ale,920,,Steak & Ale,,
Steak n Shake,921,186,Steak n Shake,https://premierissue.53.com/main.html,
Stein Mart,922,135,Stein Mart,http://www.steinmart.com/-cms-giftcard,
Steve Madden,923,,Steve Madden,,
Stoney River,924,,Stoney River,,
Stop & Shop,925,,Stop & Shop,,
Streets of NY,926,,Streets of NY,,
Stride Rite,927,,Stride Rite,,
Styles for Less,928,,Styles for Less,,
Subway,929,140,Subway,,
Sullivan Steakhouse,930,,Sullivan Steakhouse,,
Sunglass Hut,931,125,Sunglass Hut,http://www.sunglasshut.com/GiftCards?storeId=10152&catalogId=10101,None
Sunoco,932,,Sunoco,,
Super 1 Foods,933,,Super 1 Foods,,
SuperAmerica,934,,SuperAmerica,,
Supercuts,935,,Supercuts,,
Sur La Table,936,,Sur La Table,http://www.surlatable.com/category/CAT-11149/Gifts+and+Gift+Cards?affsrcid=AFF0002&utm_source=cj&utm_medium=affiliate&utm_campaign=Skimlinks&utm_PID=7103042,800-328-5412
Sushi Zushi,937,,Sushi Zushi,,
Swarovski,938,,Swarovski,,
Swatch,939,,Swatch,,866-379-2824
Sweet Tomatoes,940,,Sweet Tomatoes,,888-374-8360
Taco Bell,943,191,Taco Bell,https://www.tacobell.com/tacobell/giftcards/balance,
Taco Bueno,944,,Taco Bueno,https://tacobueno.myguestaccount.com/guest/,
Taco Cabana,945,,Taco Cabana,https://www.comdatab2c.com/giftcards.aspx?id=156,
Taco Johns,946,,Taco Johns,,
Taco Mac,947,,Taco Mac,,
Taco Time,948,,Taco Time,,
Tahoe Joe's,949,,Tahoe Joe's,,
Talbots,950,174,Talbots,https://www.talbots.com/online/giftcards/gift_cards_info.jsp?siteID=TnL5HPStwNw-yuamb4NU9kavlOFGW9jwZQ,
Tanger Outlets,951,,Tanger Outlets,https://www.getmybalance.com/,336-856-6100
Target,952,2,Target,https://www-secure.target.com/GuestGCCheckBalanceView#?lnk=X3Y0|X3Y0,1-800-544-2943
TCBY,953,,TCBY,http://www.tcby.com/my-tcby/,800-348-6311
Teavana,954,,Teavana,http://www.teavana.com/giftcards?cm_sp=GiftCntr-_-Cat-_-GiftCards&cm_mmc=LinkShare-_-TnL5HPStwNw-_-303268-_-1_10&siteID=TnL5HPStwNw-dZhABnnalT2uGUHK4gNUKw#,877-374-6583
Ted Baker,955,,Ted Baker,,619-331-9553
Teds Montana,956,,Teds Montana,http://www.tedsmontanagrill.com/store.html,
Tesoro,957,,Tesoro,,877-783-7676
Texas Roadhouse,958,223,Texas Roadhouse,https://www.chasepaymentech.com/giftcardbalance/pages/inquiry.faces?rid=CaWnef,
TGI Fridays,959,77,TGI Fridays,http://www.svmcards.net/fridays/ShowDetails.cfm?ProdID=61&CFID=10853657&CFTOKEN=14531288,1-888-284-5544
The Body Shop,960,,The Body Shop,,
The Capital Grille,961,94,The Capital Grille,https://gift.thecapitalgrille.com/giftcard/balance.aspx,1-888-820-7219
The Children's Place,962,184,The Children's Place,http://www.childrensplace.com/webapp/wcs/stores/servlet/en/usstore/content/gift-cards-us,
The Coffee Bean & Tea Leaf,963,,The Coffee Bean & Tea Leaf,http://www.coffeebean.com/store/giftcardstatus.aspx,800-832-5323
The Container Store,964,112,The Container Store,http://www.containerstore.com/giftcard/giftCardBalance.htm,1-877-877-0032
The Fish Market,965,,The Fish Market,,
The Fresh Market,966,,The Fresh Market,,800-689-2574
The Golf Warehouse,968,,The Golf Warehouse,http://www.tgw.com/giftcert/index.jsp?CP=ILC-MENU&nvbar=GiftCardsTab&siteID=TnL5HPStwNw-CmETq_IyifU.w0bXckPvoA&ls_affid=TnL5HPStwNw&SITE_ID=A0254&CID=LINKSHARE&utm_source=Linkshare&utm_medium=AffiliateTraction,888-746-7849
The Great Indoors,969,,The Great Indoors,http://www.sears.com/sears-gift-cards.html?sid=IAx20130502xSkimlinks,
The Habit Burger Grill,967,,The Habit Burger Grill,,
The Keg Steakhouse,970,,The Keg Steakhouse,https://www.kegsteakhouse.com/gift-cards/,
The Land of Nod,971,,The Land of Nod,,
The Limited,972,130,The Limited,http://www.thelimited.com/giftcertificate?utm_campaign=TnL5HPStwNw&utm_medium=affiliate&cid=AFC-LINK-TnL5HPStwNw,877-280-3687
The Melting Pot,973,,The Melting Pot,http://www.meltingpot.com/gift-card-balance.aspx,800-892-9449
The North Face,974,214,The North Face,https://www.thenorthface.com/gift-cards.html,800-242-5353
The Old Spaghetti Factory,975,,The Old Spaghetti Factory,https://osf.cardfoundry.com/giftcards.php?action=card_balance,800-757-1492 ext. 0
The Ritz Carlton,976,183,The Ritz Carlton,https://ritzcarltongiftcards.com/cws/ritz/consumer/clp/balance_check.py?start:true,877-317-8082
The Shoe Dept.,977,280,The Shoe Dept.,,
The Walking Company,978,270,The Walking Company,,800-642-9265
Ticketmaster,979,24,Ticketmaster,https://www.ticketmaster.com/giftcards/balance_inquiry,1-866-828-4400
TicketsNow,980,,TicketsNow,,
Tiffany & Co.,981,3,Tiffany and Co,http://www.tiffany.com/Shopping/giftcards.aspx,1-877-377-7512
Tiger Direct,982,,Tiger Direct,https://www.tigerdirect.com/secure/gc/bi.asp?SRCCODE=LINKSHARE&cm_mmc_o=-ddCjC1bELltzywCjC-d2CjCdwwp&utm_source=Linkshare&utm_medium=Affiliate&utm_campaign=TnL5HPStwNw&AffiliateID=TnL5HPStwNw-7qLDNYsHmdRs5.s6byLjow,800-800-8300
Tikatok,983,,Tikatok,,800-THE-BOOK
Tilly's,984,63,Tilly's,http://www.tillys.com/tillys/balance.aspx?AID=10462774&PID=7103042&SID=skim37079X962414Xc1fd9e45245fb319b6925af3c4b28cfc&source=36&affiliates=7103042&network=CJ&utm_source=Commission_Junction&utm_medium=affiliates&utm_content=7103042&utm_campaign=CJ_Affiliates,866-4TILLYS
Tilted Kilt,985,,Tilted Kilt,,
Tim Hortons,986,,Tim Hortons,http://timhortons.com/us/en/timcard/tim-card-balance-check.php,866-846-2273
Timberland,987,,Timberland,,800-545-6904
TJ Maxx,988,9,TJ Maxx,http://tjmaxx.tjx.com/store/browse/giftCards.jsp,
Togo's,989,,Togo's,https://www.valutec.net/customers/balance.aspx,866-708-6467
Tom Thumb,990,165,Tom Thumb,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
Tommy Bahama,991,182,Tommy Bahama!,https://www.chasepaymentech.com/giftcardbalance/pages/inquiry.faces?rid=wXqJse,1-800-242-5353
Tommy Hilfiger,992,,Tommy Hilfiger,http://uk.tommy.com/on/demandware.store/Sites-GB-Site/en_GB/GiftCard-Show?camp=AW&awc=3662_1444338892_b8ab7cd84a65f4d38ad408a7e1f6d4bf&utm_source=affiliatewindow&utm_medium=affiliate&utm_campaign=season&utm_term=78888&utm_content=deeplink&cmpid=ch:affiliate|dp:ecom|so:affiliatewindow|cp:ss15_springlooks_deeplink|co:uk|pi:78888|cr:deeplink,
Toms Shoes,993,,Toms Shoes,,
Tony Roma's,994,,Tony Roma's,,888-837-2100
Toppers,995,,Toppers Spa,,800-937-3529
Tops Grocery,996,,Tops Grocery,,
Topshop,997,,Topshop,https://portal.prepaytec.com/arcaccount/enquire?brand=topshop,866-853-8559
Torrid,998,,Torrid,,866-867-7431
Tory Burch,999,,Tory Burch,https://www.toryburch.com/giftcards,
Total Wine,"1,000",,Total Wine,,
Tourneau,"1,001",,Tourneau,,866-597-0595
"Toys""R""Us","1,002",33,Toys R Us,https://www.toysrus.com/checkout/checkAccountBalance.jsp,1-800-869-7787
Tractor Supply Company,"1,004",248,Tractor Supply Co,,888-529-4804
Trader Joe's,"1,005",249,Trader Joes,,888-556-6450
Tropical Smoothie Cafe,"1,006",221,Tropical Smoothie Cafe,http://www.tropicalsmoothie.com/check-balance,770-821-1900
True Religion Jeans,"1,007",,True Religion Jeans,Site Down,
True Value,"1,008",,True Value,https://truevalue.cashstar.com/balance/,888-729-7845
Tuesday Morning,"1,009",,Tuesday Morning,,
Tully's Coffee,"1,010",,Tully's Coffee,,
Tumi,"1,011",329,Tumi,http://www.tumi.com/s/gift-services,1-877-654-6937
Turkey Hill,"1,012",167,TurkeyHill,https://www.gcbalance.com/CheckBalance.aspx,1-866-822-6252
U.S. Polo Assn.,"1,013",,U.S. Polo Assn.,none,877-747-9285
UGG,"1,014",210,UGG,https://www.uggaustralia.com/giftcards?PID=10078&source=aff-ir,1-800-242-5353
ULTA,"1,015",72,Ulta,http://www.ulta.com/ulta/guestservices/giftCards.jsp,888-566-2736
Under Armour,"1,017",133,Under Amour,https://www.underarmour.com/shop/us/en/gift-card-landing,800-269-5986
Underground Station,"1,018",,Underground Station,none,866-316-0847
Uniform Advantage,"1,019",,Uniform Advantage,,
United Airlines,"1,020",,United Airlines,,
United Artists,"1,021",,United Artists,https://corporateboxoffice.com/gift-cards,800-784-8477
Uno Chicago Grill,"1,022",279,Uno Chicago Grill,http://www.unos.com/checkCard.html,800-242-5353
Urban Outfitters,"1,023",115,Urban Outfitters,https://www.urbanoutfitters.com/urban/help/gift_card_balance_check.jsp?null,1-800-920-5656
US Airways,"1,024",127,US Airways,http://www.usairways.com/en-US/traveltools/services/giftcards/balance.html,None
Valero,"1,025",,Valero,None,888-207-7214
Value City Furniture,"1,026",,Value City Furniture,http://www.valuecityfurniture.com/giftcard,1-800-353-2030
Van Heusen,"1,027",,Van Heusen,None,888-886-0089
Vanity,"1,029",,Vanity,none,866-247-7920
Vans,"1,030",263,Vans,http://www.vans.com/gift-card.html,888-691-8889
Vegas.com,"1,031",,Vegas.com,,
Vera Bradley,"1,032",,Vera Bradley,None,888-855-8372
Verizon Wireless,"1,033",,Verizon Wireless,http://www.verizonwireless.com/b2c/support/gift-card-balance?null,800-876-4141
VerizonPrepaid Card,"1,034",,VerizonPrepaid Card,http://www.verizonwireless.com/b2c/support/gift-card-balance?null,800-876-4141
Versona,"1,035",,Versona,,
VF Outlet,"1,036",,VF Outlet,None,1-866-950-9473
Victoria's Secret,"1,037",27,Victoria's Secret,https://www.victoriassecret.com/gifts/gift-cards,1-800-270-8999
Village Inn,"1,038",,Village Inn,https://premierissue.53.com/main.html,866-672-1243
Vineyard Vines,"1,039",,Vineyard Vines,None,800-892-4982
Virgin Megastore,"1,040",,Virgin Megastore,,
Vitamin Shoppe,"1,041",,Vitamin Shoppe,None,866- 293-3367
Von Maur,"1,042",213,Von Maur,https://www.vonmaur.com/gclookup.aspx,877-866-6287
Vons,"1,043",,Vons,None,877-723-3929
Walgreens,"1,044",227,Walgreens,,"16 Dig- 877-248-5555, 19 Dig- 866-922-7312"
Walmart,"1,045",5,Walmart,http://www.walmart.com/cp/Gift-Cards/96894,1-888-537-5503
Walnut Brewery,"1,046",,Walnut Brewery,http://www.rockbottomrestaurantsinc.com/giftcards/giftcardorder.php?c=WB&loc=wb,888-238-BREW
Wawa,"1,047",179,Wawa,https://www.wawa.com/CardBalance.aspx,In store
Wegmans,"1,048",,Wegmans,None,800-848-1555
Wendy's,"1,049",,Wendy's,https://www.wendys.com/en-us/wendys-gift-cards/giftcards/check-card-balance,866-936-1936
West Elm,"1,050",,West Elm,https://secure.westelm.com//customer-service/gift-services/svc-balance.html,800-846-0125
West Marine,"1,051",,West Marine,http://www.westmarine.com/gift-cards,800-262-8464
Western Sizzlin,"1,052",,Western Sizzlin,http://western-sizzlincom.myshopify.com/,800-247-8325
Westfield Gift Cards,"1,053",,Westfield Gift Cards,,
Wet Seal,"1,090",217,Wet Seal,http://www.wetseal.com/GiftCards,1-866-746-7938
Whataburger,"1,054",,Whataburger,https://giftcards.whataburger.com/giftcards/about,800-242-5353
White castle,"1,055",,White Castle,http://www.whitecastle.com/giftcard,614-559-2522
White House Black Market,"1,056",110,White House Black Market,https://www.whitehouseblackmarket.com/store/gift_cert_check_balance.jsp,1-877-948-2525
Whole Foods,"1,057",84,Whole Foods Market,http://www.wholefoodsmarket.com/gift-cards,1-855-368-5361
Wienerschnitzel,"1,058",,Wienerschnitzel,None,877-709-3647
Wild Wings Cafe,"1,059",,Wild Wings Cafe,,
Wildflower Bread Company,"1,060",,Wildflow Bread Company,,
Williams Sonoma,"1,061",106,Williams-Sonoma,https://secure.williams-sonoma.com/customer-service/gift-services/svc-balance.html,1-800-846-9817
Willy's Mexicana Grill,"1,062",,Willy's Mexicana Grill,None,404-252-6366
Wilsons Leather,"1,063",,Wilsons Leather,None,800-823-3670
Wingstop,"1,064",193,Wing Street,https://order.pizzahut.com/home#,
WingStreet,"1,065",,Wingstop,,
Winn Dixie,"1,066",,Winn Dixie,None,866-946-6349
Wolfgang Puck,"1,067",,Wolfgang Puck,http://www.wolfgangpuck.com/restaurants/gift-cards,310-392-9025
Wood Ranch,"1,068",,Wood Ranch,,
Worldwide Golf Shops,"1,070",,Worldwide Golf Shops,None,888-216-5252
Yankee Candle,"1,071",138,Yankee Candle,https://www.yankeecandle.com/gift-cards/check-balance,800-545-6882
Yard House,"1,072",93,Yard House,https://www.yardhouse.com/purchase/check-gift-card-balance,800-336-5336
Yogurtland,"1,073",,Yogurtland,http://www.yogurt-land.com/gift-card/,800-242-5353
Younkers,"1,074",369,Younkers,http://www.younkers.com/EGCBalance.html?utm_source=LSAFF&utm_medium=AFL&utm_campaign=LS&CID=LSAFF-AFL-LS&siteID=TnL5HPStwNw-1nIfDsVP2sX8BMzi7SOc6w,866-875-3233
Z Gallerie,"1,075",,Z Gallerie,http://www.zgallerie.com/t-giftcard-balance.aspx,800-862-7590
Zachary Prell,"1,076",,Zachary Prell,None,212-575-5660
Zales,"1,077",195,Zales,http://www.zales.com/giftcards/index.jsp,800-311-JEWEL (5393)
Zappos,"1,078",242,Zappos.com,None,1-800-927-7671
Zara,1079,,Zara,http://www.zara.com/us/en/kids/gift-card/check-balance-c295504.html,212-355-1415
Zaxby's,1080,,Zaxby's,None,1-866-892-9297
Zoe's Kitchen,1081,,Zoe's Kitchen,,
ZTejas,"1,082",,ZTejas,https://ztejas.myguestaccount.com/login/accountbalance.srv?id=pkrkPNn3Owo%3d,480-612-6380
Zumiez,1083,,Zumiez,http://www.zumiez.com/giftcards/index/balance,877-828-6929
